call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79992223355, 79995557799, 2025-04-30T00:00:00, 2025-04-30T00:36:00
02, 79992223355, 79995557799, 2025-04-30T00:00:00, 2025-04-30T00:36:00
01, 79995557799, 79992223355, 2025-04-30T00:00:00, 2025-04-30T00:36:00
01, 79995557799, 79992223355, 2025-04-30T00:00:00, 2025-04-30T00:36:00
02, 79995557799, 79902224477, 2025-04-30T00:06:00, 2025-04-30T00:11:00
02, 79995557799, 79902224477, 2025-04-30T00:06:00, 2025-04-30T00:11:00
01, 79902224477, 79995557799, 2025-04-30T00:06:00, 2025-04-30T00:11:00
01, 79902224477, 79995557799, 2025-04-30T00:06:00, 2025-04-30T00:11:00
01, 79909991144, 79998880022, 2025-04-30T00:30:00, 2025-04-30T01:01:00
01, 79909991144, 79998880022, 2025-04-30T00:30:00, 2025-04-30T01:01:00
