call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79909991144, 79903335588, 2025-04-30T00:37:00, 2025-04-30T00:38:00
02, 79909991144, 79903335588, 2025-04-30T00:37:00, 2025-04-30T00:38:00
01, 79903335588, 79909991144, 2025-04-30T00:37:00, 2025-04-30T00:38:00
01, 79903335588, 79909991144, 2025-04-30T00:37:00, 2025-04-30T00:38:00
01, 79908880033, 79909990022, 2025-04-30T01:02:00, 2025-04-30T01:24:00
01, 79908880033, 79909990022, 2025-04-30T01:02:00, 2025-04-30T01:24:00
02, 79909990022, 79908880033, 2025-04-30T01:02:00, 2025-04-30T01:24:00
02, 79909990022, 79908880033, 2025-04-30T01:02:00, 2025-04-30T01:24:00
01, 79990001133, 79995557799, 2025-04-30T01:49:00, 2025-04-30T01:50:00
01, 79990001133, 79995557799, 2025-04-30T01:49:00, 2025-04-30T01:50:00
