call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79907779922, 79995556688, 2025-04-30T04:28:00, 2025-04-30T04:36:00
01, 79907779922, 79995556688, 2025-04-30T04:28:00, 2025-04-30T04:36:00
02, 79995556688, 79907779922, 2025-04-30T04:28:00, 2025-04-30T04:36:00
02, 79995556688, 79907779922, 2025-04-30T04:28:00, 2025-04-30T04:36:00
02, 79991113355, 79903335588, 2025-04-30T04:30:00, 2025-04-30T05:23:00
02, 79991113355, 79903335588, 2025-04-30T04:30:00, 2025-04-30T05:23:00
01, 79903335588, 79991113355, 2025-04-30T04:30:00, 2025-04-30T05:23:00
01, 79903335588, 79991113355, 2025-04-30T04:30:00, 2025-04-30T05:23:00
02, 79993334466, 79906667799, 2025-04-30T04:49:00, 2025-04-30T05:48:00
02, 79993334466, 79906667799, 2025-04-30T04:49:00, 2025-04-30T05:48:00
