call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79997779911, 79905557700, 2025-04-30T02:30:00, 2025-04-30T02:44:00
02, 79997779911, 79905557700, 2025-04-30T02:30:00, 2025-04-30T02:44:00
01, 79905557700, 79997779911, 2025-04-30T02:30:00, 2025-04-30T02:44:00
01, 79905557700, 79997779911, 2025-04-30T02:30:00, 2025-04-30T02:44:00
01, 79993335577, 79993334466, 2025-04-30T03:06:00, 2025-04-30T03:19:00
01, 79993335577, 79993334466, 2025-04-30T03:06:00, 2025-04-30T03:19:00
02, 79993334466, 79993335577, 2025-04-30T03:06:00, 2025-04-30T03:19:00
02, 79993334466, 79993335577, 2025-04-30T03:06:00, 2025-04-30T03:19:00
02, 79993335577, 79993334466, 2025-04-30T03:07:00, 2025-04-30T03:35:00
02, 79993335577, 79993334466, 2025-04-30T03:07:00, 2025-04-30T03:35:00
