call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79998880022, 79901113366, 2025-04-30T14:06:00, 2025-04-30T14:38:00
01, 79998880022, 79901113366, 2025-04-30T14:06:00, 2025-04-30T14:38:00
02, 79901113366, 79998880022, 2025-04-30T14:06:00, 2025-04-30T14:38:00
02, 79901113366, 79998880022, 2025-04-30T14:06:00, 2025-04-30T14:38:00
01, 79909990022, 79991112244, 2025-04-30T14:23:00, 2025-04-30T14:35:00
01, 79909990022, 79991112244, 2025-04-30T14:23:00, 2025-04-30T14:35:00
02, 79991112244, 79909990022, 2025-04-30T14:23:00, 2025-04-30T14:35:00
02, 79991112244, 79909990022, 2025-04-30T14:23:00, 2025-04-30T14:35:00
02, 79998880022, 79995556688, 2025-04-30T15:09:00, 2025-04-30T15:47:00
02, 79998880022, 79995556688, 2025-04-30T15:09:00, 2025-04-30T15:47:00
