call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79900001144, 79906667799, 2025-04-30T03:11:00, 2025-04-30T03:50:00
02, 79900001144, 79906667799, 2025-04-30T03:11:00, 2025-04-30T03:50:00
01, 79906667799, 79900001144, 2025-04-30T03:11:00, 2025-04-30T03:50:00
01, 79906667799, 79900001144, 2025-04-30T03:11:00, 2025-04-30T03:50:00
02, 79907779922, 79903335588, 2025-04-30T03:39:00, 2025-04-30T04:28:00
02, 79907779922, 79903335588, 2025-04-30T03:39:00, 2025-04-30T04:28:00
01, 79903335588, 79907779922, 2025-04-30T03:39:00, 2025-04-30T04:28:00
01, 79903335588, 79907779922, 2025-04-30T03:39:00, 2025-04-30T04:28:00
01, 79900001144, 79905557700, 2025-04-30T03:48:00, 2025-04-30T04:34:00
01, 79900001144, 79905557700, 2025-04-30T03:48:00, 2025-04-30T04:34:00
