call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79909990022, 79995557799, 2025-04-30T22:01:00, 2025-04-30T22:05:00
02, 79995557799, 79909990022, 2025-04-30T22:01:00, 2025-04-30T22:05:00
01, 79901113366, 79909990022, 2025-04-30T22:46:00, 2025-04-30T23:42:00
02, 79909990022, 79901113366, 2025-04-30T22:46:00, 2025-04-30T23:42:00
02, 79907779922, 79991113355, 2025-04-30T23:28:00, 2025-04-30T23:59:59
01, 79991113355, 79907779922, 2025-04-30T23:28:00, 2025-04-30T23:59:59
01, 79907779922, 79991113355, 2025-05-01T00:00:00, 2025-05-01T00:06:00
02, 79991113355, 79907779922, 2025-05-01T00:00:00, 2025-05-01T00:06:00
02, 79991113355, 79990001133, 2025-05-01T00:00:00, 2025-05-01T00:06:00
01, 79990001133, 79991113355, 2025-05-01T00:00:00, 2025-05-01T00:06:00
