call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79906667799, 79995556688, 2025-04-30T03:26:00, 2025-04-30T03:32:00
01, 79995556688, 79906667799, 2025-04-30T03:26:00, 2025-04-30T03:32:00
01, 79907779922, 79903335588, 2025-04-30T03:53:00, 2025-04-30T04:25:00
02, 79903335588, 79907779922, 2025-04-30T03:53:00, 2025-04-30T04:25:00
02, 79998880022, 79907779922, 2025-04-30T04:44:00, 2025-04-30T05:42:00
01, 79907779922, 79998880022, 2025-04-30T04:44:00, 2025-04-30T05:42:00
01, 79998880022, 79909991144, 2025-04-30T05:40:00, 2025-04-30T05:50:00
02, 79909991144, 79998880022, 2025-04-30T05:40:00, 2025-04-30T05:50:00
01, 79995557799, 79995556688, 2025-04-30T06:09:00, 2025-04-30T06:27:00
02, 79995556688, 79995557799, 2025-04-30T06:09:00, 2025-04-30T06:27:00
