call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79907778800, 79998880022, 2025-04-30T10:53:00, 2025-04-30T11:25:00
01, 79998880022, 79907778800, 2025-04-30T10:53:00, 2025-04-30T11:25:00
01, 79995557799, 79906667799, 2025-04-30T11:36:00, 2025-04-30T11:52:00
02, 79906667799, 79995557799, 2025-04-30T11:36:00, 2025-04-30T11:52:00
01, 79909991144, 79901113366, 2025-04-30T12:10:00, 2025-04-30T12:20:00
02, 79901113366, 79909991144, 2025-04-30T12:10:00, 2025-04-30T12:20:00
01, 79997779911, 79906667799, 2025-04-30T12:48:00, 2025-04-30T13:41:00
02, 79906667799, 79997779911, 2025-04-30T12:48:00, 2025-04-30T13:41:00
01, 79995557799, 79901113366, 2025-04-30T13:14:00, 2025-04-30T14:00:00
02, 79901113366, 79995557799, 2025-04-30T13:14:00, 2025-04-30T14:00:00
