call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79908889911, 79906668811, 2025-04-30T08:42:00, 2025-04-30T09:11:00
01, 79906668811, 79908889911, 2025-04-30T08:42:00, 2025-04-30T09:11:00
01, 79908889911, 79905557700, 2025-04-30T09:01:00, 2025-04-30T09:43:00
02, 79905557700, 79908889911, 2025-04-30T09:01:00, 2025-04-30T09:43:00
02, 79900001144, 79996668800, 2025-04-30T09:59:00, 2025-04-30T10:34:00
01, 79996668800, 79900001144, 2025-04-30T09:59:00, 2025-04-30T10:34:00
01, 79907779922, 79909991144, 2025-04-30T10:29:00, 2025-04-30T11:07:00
02, 79909991144, 79907779922, 2025-04-30T10:29:00, 2025-04-30T11:07:00
02, 79994445577, 79990001133, 2025-04-30T10:41:00, 2025-04-30T10:45:00
01, 79990001133, 79994445577, 2025-04-30T10:41:00, 2025-04-30T10:45:00
