call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79996668800, 79906667799, 2025-04-30T14:06:00, 2025-04-30T14:49:00
01, 79906667799, 79996668800, 2025-04-30T14:06:00, 2025-04-30T14:49:00
02, 79991113355, 79994445577, 2025-04-30T14:11:00, 2025-04-30T14:35:00
01, 79994445577, 79991113355, 2025-04-30T14:11:00, 2025-04-30T14:35:00
02, 79997779911, 79991112244, 2025-04-30T14:53:00, 2025-04-30T15:18:00
01, 79991112244, 79997779911, 2025-04-30T14:53:00, 2025-04-30T15:18:00
02, 79991112244, 79994446688, 2025-04-30T15:17:00, 2025-04-30T16:01:00
01, 79994446688, 79991112244, 2025-04-30T15:17:00, 2025-04-30T16:01:00
01, 79908880033, 79998880022, 2025-04-30T15:58:00, 2025-04-30T16:04:00
02, 79998880022, 79908880033, 2025-04-30T15:58:00, 2025-04-30T16:04:00
