call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79992224466, 79906668811, 2025-04-30T16:35:00, 2025-04-30T16:38:00
02, 79906668811, 79992224466, 2025-04-30T16:35:00, 2025-04-30T16:38:00
02, 79902224477, 79901113366, 2025-04-30T17:31:00, 2025-04-30T18:03:00
01, 79901113366, 79902224477, 2025-04-30T17:31:00, 2025-04-30T18:03:00
01, 79992224466, 79992223355, 2025-04-30T17:53:00, 2025-04-30T18:39:00
02, 79992223355, 79992224466, 2025-04-30T17:53:00, 2025-04-30T18:39:00
02, 79909990022, 79993335577, 2025-04-30T18:47:00, 2025-04-30T19:04:00
01, 79993335577, 79909990022, 2025-04-30T18:47:00, 2025-04-30T19:04:00
02, 79997779911, 79901113366, 2025-04-30T19:23:00, 2025-04-30T20:13:00
01, 79901113366, 79997779911, 2025-04-30T19:23:00, 2025-04-30T20:13:00
