call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79907779922, 79907778800, 2025-05-01T03:39:00, 2025-05-01T04:01:00
01, 79907778800, 79907779922, 2025-05-01T03:39:00, 2025-05-01T04:01:00
01, 79995556688, 79908880033, 2025-05-01T03:41:00, 2025-05-01T04:00:00
02, 79908880033, 79995556688, 2025-05-01T03:41:00, 2025-05-01T04:00:00
01, 79990001133, 79991112244, 2025-05-01T04:32:00, 2025-05-01T05:00:00
02, 79991112244, 79990001133, 2025-05-01T04:32:00, 2025-05-01T05:00:00
01, 79906668811, 79992224466, 2025-05-01T05:05:00, 2025-05-01T05:44:00
02, 79992224466, 79906668811, 2025-05-01T05:05:00, 2025-05-01T05:44:00
01, 79902224477, 79903335588, 2025-05-01T05:58:00, 2025-05-01T06:35:00
02, 79903335588, 79902224477, 2025-05-01T05:58:00, 2025-05-01T06:35:00
