call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 750416437709, 753846906542, 2025-04-30T18:31:00, 2025-04-30T18:35:00
02, 753846906542, 750416437709, 2025-04-30T18:31:00, 2025-04-30T18:35:00
01, 742665405005, 719361024314, 2025-04-30T19:28:00, 2025-04-30T20:07:00
02, 719361024314, 742665405005, 2025-04-30T19:28:00, 2025-04-30T20:07:00
01, 789054080453, 732063387322, 2025-04-30T20:27:00, 2025-04-30T20:55:00
02, 732063387322, 789054080453, 2025-04-30T20:27:00, 2025-04-30T20:55:00
02, 702483968322, 785231343944, 2025-04-30T21:01:00, 2025-04-30T21:22:00
01, 785231343944, 702483968322, 2025-04-30T21:01:00, 2025-04-30T21:22:00
01, 751193407295, 775314469722, 2025-04-30T21:06:00, 2025-04-30T22:04:00
02, 775314469722, 751193407295, 2025-04-30T21:06:00, 2025-04-30T22:04:00
