02, 759354844904, 748255134434, 2025-04-30T08:29:00, 2025-04-30T08:39:00
01, 748255134434, 759354844904, 2025-04-30T08:29:00, 2025-04-30T08:39:00
02, 739384608978, 788633246440, 2025-04-30T08:56:00, 2025-04-30T09:28:00
01, 788633246440, 739384608978, 2025-04-30T08:56:00, 2025-04-30T09:28:00
01, 797759462357, 774481123447, 2025-04-30T09:02:00, 2025-04-30T09:41:00
02, 774481123447, 797759462357, 2025-04-30T09:02:00, 2025-04-30T09:41:00
01, 750470350678, 775441045248, 2025-04-30T09:58:00, 2025-04-30T10:26:00
02, 775441045248, 750470350678, 2025-04-30T09:58:00, 2025-04-30T10:26:00
01, 766006812629, 773219571748, 2025-04-30T10:13:00, 2025-04-30T10:44:00
02, 773219571748, 766006812629, 2025-04-30T10:13:00, 2025-04-30T10:44:00
