call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 733270578350, 744444167722, 2025-04-30T23:26:00, 2025-04-30T23:59:59
02, 744444167722, 733270578350, 2025-04-30T23:26:00, 2025-04-30T23:59:59
02, 733270578350, 744444167722, 2025-05-01T00:00:00, 2025-05-01T00:23:00
01, 744444167722, 733270578350, 2025-05-01T00:00:00, 2025-05-01T00:23:00
02, 733102429911, 733161116298, 2025-05-01T00:00:00, 2025-05-01T00:49:00
01, 733161116298, 733102429911, 2025-05-01T00:00:00, 2025-05-01T00:49:00
02, 794359744630, 794288574646, 2025-05-01T00:19:00, 2025-05-01T01:00:00
01, 794288574646, 794359744630, 2025-05-01T00:19:00, 2025-05-01T01:00:00
02, 780847368170, 771180313184, 2025-05-01T00:41:00, 2025-05-01T01:10:00
01, 771180313184, 780847368170, 2025-05-01T00:41:00, 2025-05-01T01:10:00
