call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 736182927044, 767967876899, 2025-04-30T04:56:00, 2025-04-30T05:49:00
02, 767967876899, 736182927044, 2025-04-30T04:56:00, 2025-04-30T05:49:00
02, 718187236327, 711930849719, 2025-04-30T05:15:00, 2025-04-30T06:01:00
01, 711930849719, 718187236327, 2025-04-30T05:15:00, 2025-04-30T06:01:00
01, 768952795931, 709846839484, 2025-04-30T05:23:00, 2025-04-30T06:02:00
02, 709846839484, 768952795931, 2025-04-30T05:23:00, 2025-04-30T06:02:00
01, 796928742359, 722440013159, 2025-04-30T06:16:00, 2025-04-30T07:03:00
02, 722440013159, 796928742359, 2025-04-30T06:16:00, 2025-04-30T07:03:00
01, 742226125800, 742884408447, 2025-04-30T07:04:00, 2025-04-30T07:23:00
02, 742884408447, 742226125800, 2025-04-30T07:04:00, 2025-04-30T07:23:00
