call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 795648588760, 749854384962, 2025-04-30T16:01:00, 2025-04-30T16:51:00
02, 749854384962, 795648588760, 2025-04-30T16:01:00, 2025-04-30T16:51:00
02, 718304291113, 796368041943, 2025-04-30T16:20:00, 2025-04-30T16:50:00
01, 796368041943, 718304291113, 2025-04-30T16:20:00, 2025-04-30T16:50:00
02, 749973914718, 764294022539, 2025-04-30T16:39:00, 2025-04-30T17:20:00
01, 764294022539, 749973914718, 2025-04-30T16:39:00, 2025-04-30T17:20:00
02, 756648041293, 700605295839, 2025-04-30T17:02:00, 2025-04-30T17:24:00
01, 700605295839, 756648041293, 2025-04-30T17:02:00, 2025-04-30T17:24:00
01, 713660625497, 758533428076, 2025-04-30T17:48:00, 2025-04-30T18:19:00
02, 758533428076, 713660625497, 2025-04-30T17:48:00, 2025-04-30T18:19:00
