call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 781512783525, 732461246560, 2025-04-30T07:14:00, 2025-04-30T07:18:00
01, 732461246560, 781512783525, 2025-04-30T07:14:00, 2025-04-30T07:18:00
01, 794364713852, 771222069746, 2025-04-30T07:16:00, 2025-04-30T07:17:00
02, 771222069746, 794364713852, 2025-04-30T07:16:00, 2025-04-30T07:17:00
01, 789324849143, 729964632407, 2025-04-30T07:52:00, 2025-04-30T07:59:00
02, 729964632407, 789324849143, 2025-04-30T07:52:00, 2025-04-30T07:59:00
01, 775071894444, 782374846252, 2025-04-30T07:57:00, 2025-04-30T08:36:00
02, 782374846252, 775071894444, 2025-04-30T07:57:00, 2025-04-30T08:36:00
01, 759240145949, 707404214417, 2025-04-30T08:08:00, 2025-04-30T08:35:00
02, 707404214417, 759240145949, 2025-04-30T08:08:00, 2025-04-30T08:35:00
