call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 768788974289, 731544186487, 2025-04-30T13:54:00, 2025-04-30T14:21:00
01, 731544186487, 768788974289, 2025-04-30T13:54:00, 2025-04-30T14:21:00
02, 744792881101, 704494182685, 2025-04-30T14:41:00, 2025-04-30T15:39:00
01, 704494182685, 744792881101, 2025-04-30T14:41:00, 2025-04-30T15:39:00
01, 721451416126, 714734453609, 2025-04-30T14:46:00, 2025-04-30T14:58:00
02, 714734453609, 721451416126, 2025-04-30T14:46:00, 2025-04-30T14:58:00
01, 784414035016, 793005888261, 2025-04-30T15:09:00, 2025-04-30T15:38:00
02, 793005888261, 784414035016, 2025-04-30T15:09:00, 2025-04-30T15:38:00
02, 775069344955, 771439864486, 2025-04-30T15:13:00, 2025-04-30T16:02:00
01, 771439864486, 775069344955, 2025-04-30T15:13:00, 2025-04-30T16:02:00
