call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 714998215731, 753739630050, 2025-05-01T00:49:00, 2025-05-01T01:21:00
02, 753739630050, 714998215731, 2025-05-01T00:49:00, 2025-05-01T01:21:00
02, 793542292654, 741261104449, 2025-05-01T01:08:00, 2025-05-01T01:59:00
01, 741261104449, 793542292654, 2025-05-01T01:08:00, 2025-05-01T01:59:00
01, 744724916464, 711244505584, 2025-05-01T01:17:00, 2025-05-01T01:25:00
02, 711244505584, 744724916464, 2025-05-01T01:17:00, 2025-05-01T01:25:00
02, 749695672825, 734440039479, 2025-05-01T01:49:00, 2025-05-01T02:04:00
01, 734440039479, 749695672825, 2025-05-01T01:49:00, 2025-05-01T02:04:00
02, 733422703289, 751257469090, 2025-05-01T02:19:00, 2025-05-01T02:35:00
01, 751257469090, 733422703289, 2025-05-01T02:19:00, 2025-05-01T02:35:00
