call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 731474241730, 741791103513, 2025-04-30T12:11:00, 2025-04-30T13:08:00
02, 741791103513, 731474241730, 2025-04-30T12:11:00, 2025-04-30T13:08:00
02, 740203034185, 710689871742, 2025-04-30T12:13:00, 2025-04-30T13:03:00
01, 710689871742, 740203034185, 2025-04-30T12:13:00, 2025-04-30T13:03:00
01, 768030314194, 771770264620, 2025-04-30T12:49:00, 2025-04-30T13:00:00
02, 771770264620, 768030314194, 2025-04-30T12:49:00, 2025-04-30T13:00:00
02, 724655186570, 782548153440, 2025-04-30T12:54:00, 2025-04-30T13:29:00
01, 782548153440, 724655186570, 2025-04-30T12:54:00, 2025-04-30T13:29:00
02, 746441303922, 785489797672, 2025-04-30T13:28:00, 2025-04-30T13:38:00
01, 785489797672, 746441303922, 2025-04-30T13:28:00, 2025-04-30T13:38:00
