call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79909990022, 79909991144, 2025-04-29T23:43:00, 2025-04-30T00:00:00
01, 79909991144, 79909990022, 2025-04-29T23:43:00, 2025-04-30T00:00:00
01, 79995556688, 79991112244, 2025-04-29T22:58:00, 2025-04-29T23:45:00
02, 79991112244, 79995556688, 2025-04-29T22:58:00, 2025-04-29T23:45:00
01, 79902224477, 79992224466, 2025-04-29T23:57:00, 2025-04-30T00:47:00
02, 79992224466, 79902224477, 2025-04-29T23:57:00, 2025-04-30T00:47:00
02, 79906668811, 79993335577, 2025-04-29T23:54:00, 2025-04-30T00:03:00
01, 79993335577, 79906668811, 2025-04-29T23:54:00, 2025-04-30T00:03:00
02, 79995557799, 79906667799, 2025-04-30T00:24:00, 2025-04-30T00:48:00
01, 79906667799, 79995557799, 2025-04-30T00:24:00, 2025-04-30T00:48:00
