call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79995556688, 79907779922, 2025-04-29T23:23:00, 2025-04-30T00:14:00
01, 79907779922, 79995556688, 2025-04-29T23:23:00, 2025-04-30T00:14:00
01, 79992224466, 79909991144, 2025-04-29T22:43:00, 2025-04-29T23:23:00
02, 79909991144, 79992224466, 2025-04-29T22:43:00, 2025-04-29T23:23:00
02, 79998880022, 79991113355, 2025-04-29T23:21:00, 2025-04-30T00:17:00
01, 79991113355, 79998880022, 2025-04-29T23:21:00, 2025-04-30T00:17:00
01, 79903335588, 79904446699, 2025-04-29T22:59:00, 2025-04-29T23:27:00
02, 79904446699, 79903335588, 2025-04-29T22:59:00, 2025-04-29T23:27:00
02, 79901113366, 79993335577, 2025-04-29T23:55:00, 2025-04-30T00:35:00
01, 79993335577, 79901113366, 2025-04-29T23:55:00, 2025-04-30T00:35:00
