call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79990001133, 79996668800, 2025-04-29T23:48:00, 2025-04-30T00:16:00
02, 79996668800, 79990001133, 2025-04-29T23:48:00, 2025-04-30T00:16:00
02, 79998880022, 79908880033, 2025-04-29T23:37:00, 2025-04-29T23:40:00
01, 79908880033, 79998880022, 2025-04-29T23:37:00, 2025-04-29T23:40:00
02, 79994446688, 79992223355, 2025-04-30T00:32:00, 2025-04-30T01:06:00
01, 79992223355, 79994446688, 2025-04-30T00:32:00, 2025-04-30T01:06:00
01, 79907778800, 79994445577, 2025-04-29T23:44:00, 2025-04-30T00:13:00
02, 79994445577, 79907778800, 2025-04-29T23:44:00, 2025-04-30T00:13:00
02, 79992223355, 79906668811, 2025-04-30T00:01:00, 2025-04-30T00:11:00
01, 79906668811, 79992223355, 2025-04-30T00:01:00, 2025-04-30T00:11:00
