call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79995556688, 79900001144, 2025-04-29T23:22:00, 2025-04-29T23:30:00
02, 79900001144, 79995556688, 2025-04-29T23:22:00, 2025-04-29T23:30:00
01, 79994446688, 79908880033, 2025-04-29T23:57:00, 2025-04-30T00:34:00
02, 79908880033, 79994446688, 2025-04-29T23:57:00, 2025-04-30T00:34:00
02, 79993335577, 79908889911, 2025-04-29T23:03:00, 2025-04-29T23:08:00
01, 79908889911, 79993335577, 2025-04-29T23:03:00, 2025-04-29T23:08:00
02, 79908880033, 79998880022, 2025-04-29T23:49:00, 2025-04-29T23:52:00
01, 79998880022, 79908880033, 2025-04-29T23:49:00, 2025-04-29T23:52:00
01, 79995557799, 79991113355, 2025-04-29T22:52:00, 2025-04-29T23:38:00
02, 79991113355, 79995557799, 2025-04-29T22:52:00, 2025-04-29T23:38:00
