call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79998880022, 79901113366, 2025-04-30T00:37:00, 2025-04-30T00:58:00
01, 79901113366, 79998880022, 2025-04-30T00:37:00, 2025-04-30T00:58:00
01, 79994445577, 79993335577, 2025-04-30T00:30:00, 2025-04-30T01:04:00
02, 79993335577, 79994445577, 2025-04-30T00:30:00, 2025-04-30T01:04:00
02, 79990001133, 79992224466, 2025-04-30T00:31:00, 2025-04-30T00:47:00
01, 79992224466, 79990001133, 2025-04-30T00:31:00, 2025-04-30T00:47:00
02, 79992224466, 79909991144, 2025-04-30T00:14:00, 2025-04-30T00:52:00
01, 79909991144, 79992224466, 2025-04-30T00:14:00, 2025-04-30T00:52:00
02, 79990001133, 79996668800, 2025-04-30T00:17:00, 2025-04-30T00:21:00
01, 79996668800, 79990001133, 2025-04-30T00:17:00, 2025-04-30T00:21:00
