call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79909990022, 79902224477, 2025-04-30T00:10:00, 2025-04-30T00:16:00
02, 79902224477, 79909990022, 2025-04-30T00:10:00, 2025-04-30T00:16:00
02, 79991112244, 79907779922, 2025-04-30T00:35:00, 2025-04-30T00:37:00
01, 79907779922, 79991112244, 2025-04-30T00:35:00, 2025-04-30T00:37:00
01, 79906668811, 79902224477, 2025-04-30T00:33:00, 2025-04-30T01:05:00
02, 79902224477, 79906668811, 2025-04-30T00:33:00, 2025-04-30T01:05:00
01, 79908880033, 79994446688, 2025-04-30T00:39:00, 2025-04-30T01:09:00
02, 79994446688, 79908880033, 2025-04-30T00:39:00, 2025-04-30T01:09:00
02, 79995556688, 79997779911, 2025-04-29T23:59:00, 2025-04-30T00:39:00
01, 79997779911, 79995556688, 2025-04-29T23:59:00, 2025-04-30T00:39:00
