call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79993334466, 79907778800, 2025-04-30T00:28:00, 2025-04-30T01:23:00
02, 79907778800, 79993334466, 2025-04-30T00:28:00, 2025-04-30T01:23:00
01, 79908880033, 79907779922, 2025-04-29T23:35:00, 2025-04-29T23:52:00
02, 79907779922, 79908880033, 2025-04-29T23:35:00, 2025-04-29T23:52:00
01, 79907779922, 79905557700, 2025-04-30T00:19:00, 2025-04-30T01:04:00
02, 79905557700, 79907779922, 2025-04-30T00:19:00, 2025-04-30T01:04:00
02, 79990001133, 79998880022, 2025-04-29T23:21:00, 2025-04-29T23:51:00
01, 79998880022, 79990001133, 2025-04-29T23:21:00, 2025-04-29T23:51:00
01, 79906668811, 79907779922, 2025-04-29T23:42:00, 2025-04-30T00:10:00
02, 79907779922, 79906668811, 2025-04-29T23:42:00, 2025-04-30T00:10:00
