call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79908889911, 79994445577, 2025-04-29T23:23:00, 2025-04-29T23:55:00
01, 79994445577, 79908889911, 2025-04-29T23:23:00, 2025-04-29T23:55:00
01, 79997779911, 79998880022, 2025-04-29T23:53:00, 2025-04-30T00:51:00
02, 79998880022, 79997779911, 2025-04-29T23:53:00, 2025-04-30T00:51:00
02, 79907778800, 79991112244, 2025-04-29T23:01:00, 2025-04-29T23:38:00
01, 79991112244, 79907778800, 2025-04-29T23:01:00, 2025-04-29T23:38:00
02, 79992223355, 79996668800, 2025-04-29T23:31:00, 2025-04-30T00:00:00
01, 79996668800, 79992223355, 2025-04-29T23:31:00, 2025-04-30T00:00:00
02, 79992223355, 79995556688, 2025-04-29T23:11:00, 2025-04-29T23:47:00
01, 79995556688, 79992223355, 2025-04-29T23:11:00, 2025-04-29T23:47:00
