call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79991112244, 79995557799, 2025-05-01T03:27:00, 2025-05-01T03:35:00
02, 79995557799, 79991112244, 2025-05-01T03:27:00, 2025-05-01T03:35:00
03, 79993334466, 79908889911, 2025-05-01T04:20:00, 2025-05-01T04:25:00
01, 79908889911, 79993334466, 2025-05-01T04:20:00, 2025-05-01T04:25:00
01, 79900001144, 79994446688, 2025-05-01T05:01:00, 2025-05-01T05:39:00
02, 79994446688, 79900001144, 2025-05-01T05:01:00, 2025-05-01T05:39:00
03, 79907778800, 79906668811, 2025-05-01T05:22:00, 2025-05-01T06:12:00
01, 79906668811, 79907778800, 2025-05-01T05:22:00, 2025-05-01T06:12:00
02, 79993335577, 79907779922, 2025-05-01T06:08:00, 2025-05-01T07:01:00
01, 79907779922, 79993335577, 2025-05-01T06:08:00, 2025-05-01T07:01:00
