call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79903335588, 79992223355, 2025-04-30T01:46:00, 2025-04-30T02:16:00
01, 79992223355, 79903335588, 2025-04-30T01:46:00, 2025-04-30T02:16:00
02, 79993335577, 79906668811, 2025-04-30T02:38:00, 2025-04-30T03:18:00
01, 79906668811, 79993335577, 2025-04-30T02:38:00, 2025-04-30T03:18:00
03, 79906667799, 79993334466, 2025-04-30T03:12:00, 2025-04-30T04:04:00
01, 79993334466, 79906667799, 2025-04-30T03:12:00, 2025-04-30T04:04:00
01, 79902224477, 79900001144, 2025-04-30T03:31:00, 2025-04-30T04:07:00
02, 79900001144, 79902224477, 2025-04-30T03:31:00, 2025-04-30T04:07:00
02, 79902224477, 79905557700, 2025-04-30T03:57:00, 2025-04-30T03:58:00
01, 79905557700, 79902224477, 2025-04-30T03:57:00, 2025-04-30T03:58:00
