call_type, caller_msisdn, receiver_msisdn, start_time, end_time
03, 79997779911, 79904446699, 2025-04-30T17:40:00, 2025-04-30T18:30:00
01, 79904446699, 79997779911, 2025-04-30T17:40:00, 2025-04-30T18:30:00
01, 79902224477, 79995557799, 2025-04-30T18:14:00, 2025-04-30T18:42:00
02, 79995557799, 79902224477, 2025-04-30T18:14:00, 2025-04-30T18:42:00
02, 79907779922, 79993335577, 2025-04-30T19:04:00, 2025-04-30T19:53:00
01, 79993335577, 79907779922, 2025-04-30T19:04:00, 2025-04-30T19:53:00
03, 79993334466, 79909991144, 2025-04-30T19:31:00, 2025-04-30T20:08:00
01, 79909991144, 79993334466, 2025-04-30T19:31:00, 2025-04-30T20:08:00
03, 79998880022, 79902224477, 2025-04-30T20:08:00, 2025-04-30T20:14:00
01, 79902224477, 79998880022, 2025-04-30T20:08:00, 2025-04-30T20:14:00
