call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79909990022, 79908889911, 2025-05-01T01:07:00, 2025-05-01T01:46:00
01, 79908889911, 79909990022, 2025-05-01T01:07:00, 2025-05-01T01:46:00
03, 79904446699, 79992223355, 2025-05-01T01:45:00, 2025-05-01T02:11:00
01, 79992223355, 79904446699, 2025-05-01T01:45:00, 2025-05-01T02:11:00
01, 79907778800, 79992223355, 2025-05-01T02:02:00, 2025-05-01T02:32:00
02, 79992223355, 79907778800, 2025-05-01T02:02:00, 2025-05-01T02:32:00
01, 79994445577, 79904446699, 2025-05-01T02:16:00, 2025-05-01T03:05:00
02, 79904446699, 79994445577, 2025-05-01T02:16:00, 2025-05-01T03:05:00
03, 79993335577, 79905557700, 2025-05-01T02:59:00, 2025-05-01T03:14:00
01, 79905557700, 79993335577, 2025-05-01T02:59:00, 2025-05-01T03:14:00
