call_type, caller_msisdn, receiver_msisdn, start_time, end_time
03, 79992223355, 79902224477, 2025-04-30T20:15:00, 2025-04-30T20:16:00
01, 79902224477, 79992223355, 2025-04-30T20:15:00, 2025-04-30T20:16:00
01, 79901113366, 79995557799, 2025-04-30T21:08:00, 2025-04-30T21:12:00
02, 79995557799, 79901113366, 2025-04-30T21:08:00, 2025-04-30T21:12:00
01, 79993335577, 79909990022, 2025-04-30T21:42:00, 2025-04-30T22:28:00
02, 79909990022, 79993335577, 2025-04-30T21:42:00, 2025-04-30T22:28:00
01, 79990001133, 79906668811, 2025-04-30T22:03:00, 2025-04-30T22:43:00
02, 79906668811, 79990001133, 2025-04-30T22:03:00, 2025-04-30T22:43:00
02, 79900001144, 79903335588, 2025-04-30T22:24:00, 2025-04-30T22:46:00
01, 79903335588, 79900001144, 2025-04-30T22:24:00, 2025-04-30T22:46:00
