call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79994445577, 79996668800, 2025-04-30T05:29:00, 2025-04-30T06:03:00
02, 79996668800, 79994445577, 2025-04-30T05:29:00, 2025-04-30T06:03:00
01, 79908880033, 79906668811, 2025-04-30T06:16:00, 2025-04-30T07:01:00
02, 79906668811, 79908880033, 2025-04-30T06:16:00, 2025-04-30T07:01:00
02, 79993334466, 79909991144, 2025-04-30T06:25:00, 2025-04-30T07:11:00
01, 79909991144, 79993334466, 2025-04-30T06:25:00, 2025-04-30T07:11:00
03, 79995556688, 79993334466, 2025-04-30T06:37:00, 2025-04-30T07:08:00
01, 79993334466, 79995556688, 2025-04-30T06:37:00, 2025-04-30T07:08:00
03, 79908880033, 79992224466, 2025-04-30T07:20:00, 2025-04-30T08:18:00
01, 79992224466, 79908880033, 2025-04-30T07:20:00, 2025-04-30T08:18:00
