call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79994445577, 79994446688, 2025-04-30T07:46:00, 2025-04-30T07:48:00
01, 79994446688, 79994445577, 2025-04-30T07:46:00, 2025-04-30T07:48:00
01, 79992224466, 79991113355, 2025-04-30T08:22:00, 2025-04-30T08:32:00
02, 79991113355, 79992224466, 2025-04-30T08:22:00, 2025-04-30T08:32:00
01, 79995557799, 79908889911, 2025-04-30T08:30:00, 2025-04-30T09:19:00
02, 79908889911, 79995557799, 2025-04-30T08:30:00, 2025-04-30T09:19:00
01, 79998880022, 79906667799, 2025-04-30T09:15:00, 2025-04-30T09:54:00
02, 79906667799, 79998880022, 2025-04-30T09:15:00, 2025-04-30T09:54:00
02, 79902224477, 79993334466, 2025-04-30T09:58:00, 2025-04-30T10:00:00
01, 79993334466, 79902224477, 2025-04-30T09:58:00, 2025-04-30T10:00:00
