call_type, caller_msisdn, receiver_msisdn, start_time, end_time
03, 79901113366, 79904446699, 2025-04-30T13:59:00, 2025-04-30T14:19:00
01, 79904446699, 79901113366, 2025-04-30T13:59:00, 2025-04-30T14:19:00
03, 79908889911, 79993335577, 2025-04-30T14:50:00, 2025-04-30T14:51:00
01, 79993335577, 79908889911, 2025-04-30T14:50:00, 2025-04-30T14:51:00
01, 79901113366, 79993335577, 2025-04-30T15:26:00, 2025-04-30T15:32:00
02, 79993335577, 79901113366, 2025-04-30T15:26:00, 2025-04-30T15:32:00
01, 79902224477, 79993334466, 2025-04-30T16:11:00, 2025-04-30T16:37:00
02, 79993334466, 79902224477, 2025-04-30T16:11:00, 2025-04-30T16:37:00
01, 79909991144, 79996668800, 2025-04-30T17:01:00, 2025-04-30T17:40:00
02, 79996668800, 79909991144, 2025-04-30T17:01:00, 2025-04-30T17:40:00
