call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79907778800, 79990001133, 2025-04-30T10:38:00, 2025-04-30T11:26:00
01, 79990001133, 79907778800, 2025-04-30T10:38:00, 2025-04-30T11:26:00
02, 79991112244, 79990001133, 2025-04-30T11:25:00, 2025-04-30T11:53:00
01, 79990001133, 79991112244, 2025-04-30T11:25:00, 2025-04-30T11:53:00
01, 79998880022, 79907778800, 2025-04-30T12:06:00, 2025-04-30T12:23:00
02, 79907778800, 79998880022, 2025-04-30T12:06:00, 2025-04-30T12:23:00
01, 79995556688, 79990001133, 2025-04-30T12:30:00, 2025-04-30T13:21:00
02, 79990001133, 79995556688, 2025-04-30T12:30:00, 2025-04-30T13:21:00
03, 79992223355, 79900001144, 2025-04-30T13:07:00, 2025-04-30T13:42:00
01, 79900001144, 79992223355, 2025-04-30T13:07:00, 2025-04-30T13:42:00
