call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79903335588, 79997779911, 2025-05-01T13:53:00, 2025-05-01T14:21:00
01, 79997779911, 79903335588, 2025-05-01T13:53:00, 2025-05-01T14:21:00
01, 79990001133, 79906667799, 2025-05-01T14:53:00, 2025-05-01T15:19:00
02, 79906667799, 79990001133, 2025-05-01T14:53:00, 2025-05-01T15:19:00
02, 79996668800, 79902224477, 2025-05-01T16:29:00, 2025-05-01T17:00:00
01, 79902224477, 79996668800, 2025-05-01T16:29:00, 2025-05-01T17:00:00
01, 79906668811, 79995556688, 2025-05-01T17:00:00, 2025-05-01T17:00:00
02, 79995556688, 79906668811, 2025-05-01T17:00:00, 2025-05-01T17:00:00
01, 79993334466, 79997779911, 2025-05-01T17:34:00, 2025-05-01T17:38:00
02, 79997779911, 79993334466, 2025-05-01T17:34:00, 2025-05-01T17:38:00
