call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79995557799, 79901113366, 2025-05-02T02:49:00, 2025-05-02T03:35:00
01, 79901113366, 79995557799, 2025-05-02T02:49:00, 2025-05-02T03:35:00
02, 79990001133, 79995556688, 2025-05-02T04:37:00, 2025-05-02T05:14:00
01, 79995556688, 79990001133, 2025-05-02T04:37:00, 2025-05-02T05:14:00
02, 79909990022, 79995557799, 2025-05-02T04:49:00, 2025-05-02T05:00:00
01, 79995557799, 79909990022, 2025-05-02T04:49:00, 2025-05-02T05:00:00
01, 79993335577, 79909990022, 2025-05-02T05:00:00, 2025-05-02T05:00:00
02, 79909990022, 79993335577, 2025-05-02T05:00:00, 2025-05-02T05:00:00
01, 79996668800, 79903335588, 2025-05-02T05:07:00, 2025-05-02T05:11:00
02, 79903335588, 79996668800, 2025-05-02T05:07:00, 2025-05-02T05:11:00
