call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79991113355, 79907778800, 2025-05-01T04:48:00, 2025-05-01T04:56:00
01, 79907778800, 79991113355, 2025-05-01T04:48:00, 2025-05-01T04:56:00
02, 79990001133, 79909991144, 2025-05-01T06:08:00, 2025-05-01T07:03:00
01, 79909991144, 79990001133, 2025-05-01T06:08:00, 2025-05-01T07:03:00
02, 79904446699, 79994446688, 2025-05-01T06:55:00, 2025-05-01T07:08:00
01, 79994446688, 79904446699, 2025-05-01T06:55:00, 2025-05-01T07:08:00
01, 79907779922, 79994446688, 2025-05-01T07:08:00, 2025-05-01T07:08:00
02, 79994446688, 79907779922, 2025-05-01T07:08:00, 2025-05-01T07:08:00
01, 79906667799, 79991112244, 2025-05-01T08:07:00, 2025-05-01T08:42:00
02, 79991112244, 79906667799, 2025-05-01T08:07:00, 2025-05-01T08:42:00
