call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79904446699, 79990001133, 2025-04-30T08:46:00, 2025-04-30T09:13:00
01, 79990001133, 79904446699, 2025-04-30T08:46:00, 2025-04-30T09:13:00
02, 79908889911, 79994445577, 2025-04-30T09:16:00, 2025-04-30T10:00:00
01, 79994445577, 79908889911, 2025-04-30T09:16:00, 2025-04-30T10:00:00
02, 79991112244, 79992223355, 2025-04-30T10:15:00, 2025-04-30T10:50:00
01, 79992223355, 79991112244, 2025-04-30T10:15:00, 2025-04-30T10:50:00
01, 79901113366, 79992224466, 2025-04-30T10:50:00, 2025-04-30T10:50:00
02, 79992224466, 79901113366, 2025-04-30T10:50:00, 2025-04-30T10:50:00
02, 79901113366, 79992223355, 2025-04-30T11:34:00, 2025-04-30T11:38:00
01, 79992223355, 79901113366, 2025-04-30T11:34:00, 2025-04-30T11:38:00
