call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79994445577, 79909990022, 2025-04-30T18:22:00, 2025-04-30T18:27:00
01, 79909990022, 79994445577, 2025-04-30T18:22:00, 2025-04-30T18:27:00
02, 79907778800, 79906668811, 2025-04-30T19:59:00, 2025-04-30T20:40:00
01, 79906668811, 79907778800, 2025-04-30T19:59:00, 2025-04-30T20:40:00
02, 79905557700, 79992223355, 2025-04-30T20:49:00, 2025-04-30T21:13:00
01, 79992223355, 79905557700, 2025-04-30T20:49:00, 2025-04-30T21:13:00
01, 79996668800, 79907778800, 2025-04-30T21:13:00, 2025-04-30T21:13:00
02, 79907778800, 79996668800, 2025-04-30T21:13:00, 2025-04-30T21:13:00
01, 79998880022, 79997779911, 2025-04-30T21:38:00, 2025-04-30T21:57:00
02, 79997779911, 79998880022, 2025-04-30T21:38:00, 2025-04-30T21:57:00
