call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79996668800, 79995556688, 2025-04-30T11:39:00, 2025-04-30T12:11:00
02, 79995556688, 79996668800, 2025-04-30T11:39:00, 2025-04-30T12:11:00
01, 79906668811, 79998880022, 2025-04-30T12:06:00, 2025-04-30T12:21:00
02, 79998880022, 79906668811, 2025-04-30T12:06:00, 2025-04-30T12:21:00
01, 79909991144, 79991113355, 2025-04-30T13:09:00, 2025-04-30T14:05:00
02, 79991113355, 79909991144, 2025-04-30T13:09:00, 2025-04-30T14:05:00
02, 79995557799, 79902224477, 2025-04-30T14:05:00, 2025-04-30T14:05:00
01, 79902224477, 79995557799, 2025-04-30T14:05:00, 2025-04-30T14:05:00
01, 79995557799, 79992223355, 2025-04-30T15:03:00, 2025-04-30T15:39:00
02, 79992223355, 79995557799, 2025-04-30T15:03:00, 2025-04-30T15:39:00
