call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79997779911, 79992224466, 2025-05-01T01:52:00, 2025-05-01T02:36:00
01, 79992224466, 79997779911, 2025-05-01T01:52:00, 2025-05-01T02:36:00
02, 79991113355, 79992224466, 2025-05-01T02:27:00, 2025-05-01T02:47:00
01, 79992224466, 79991113355, 2025-05-01T02:27:00, 2025-05-01T02:47:00
02, 79994446688, 79994445577, 2025-05-01T03:36:00, 2025-05-01T03:54:00
01, 79994445577, 79994446688, 2025-05-01T03:36:00, 2025-05-01T03:54:00
01, 79997779911, 79909991144, 2025-05-01T03:54:00, 2025-05-01T03:54:00
02, 79909991144, 79997779911, 2025-05-01T03:54:00, 2025-05-01T03:54:00
02, 79996668800, 79992223355, 2025-05-01T04:05:00, 2025-05-01T04:39:00
01, 79992223355, 79996668800, 2025-05-01T04:05:00, 2025-05-01T04:39:00
