call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79991113355, 79995557799, 2025-05-01T18:08:00, 2025-05-01T18:55:00
02, 79995557799, 79991113355, 2025-05-01T18:08:00, 2025-05-01T18:55:00
01, 79992223355, 79902224477, 2025-05-01T18:15:00, 2025-05-01T18:34:00
02, 79902224477, 79992223355, 2025-05-01T18:15:00, 2025-05-01T18:34:00
02, 79908889911, 79996668800, 2025-05-01T19:19:00, 2025-05-01T19:56:00
01, 79996668800, 79908889911, 2025-05-01T19:19:00, 2025-05-01T19:56:00
01, 79995557799, 79906668811, 2025-05-01T19:56:00, 2025-05-01T19:56:00
02, 79906668811, 79995557799, 2025-05-01T19:56:00, 2025-05-01T19:56:00
01, 79909991144, 79991113355, 2025-05-01T20:40:00, 2025-05-01T20:56:00
02, 79991113355, 79909991144, 2025-05-01T20:40:00, 2025-05-01T20:56:00
