call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79909991144, 79991112244, 2025-05-01T21:37:00, 2025-05-01T22:22:00
02, 79991112244, 79909991144, 2025-05-01T21:37:00, 2025-05-01T22:22:00
01, 79905557700, 79904446699, 2025-05-01T22:41:00, 2025-05-01T23:03:00
02, 79904446699, 79905557700, 2025-05-01T22:41:00, 2025-05-01T23:03:00
01, 79908880033, 79992223355, 2025-05-02T00:33:00, 2025-05-02T01:05:00
02, 79992223355, 79908880033, 2025-05-02T00:33:00, 2025-05-02T01:05:00
02, 79993335577, 79902224477, 2025-05-02T01:05:00, 2025-05-02T01:05:00
01, 79902224477, 79993335577, 2025-05-02T01:05:00, 2025-05-02T01:05:00
01, 79906667799, 79903335588, 2025-05-02T01:48:00, 2025-05-02T02:16:00
02, 79903335588, 79906667799, 2025-05-02T01:48:00, 2025-05-02T02:16:00
