call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79908880033, 79900001144, 2025-05-01T09:18:00, 2025-05-01T09:27:00
02, 79900001144, 79908880033, 2025-05-01T09:18:00, 2025-05-01T09:27:00
01, 79992223355, 79903335588, 2025-05-01T10:20:00, 2025-05-01T10:54:00
02, 79903335588, 79992223355, 2025-05-01T10:20:00, 2025-05-01T10:54:00
02, 79997779911, 79909991144, 2025-05-01T11:18:00, 2025-05-01T11:56:00
01, 79909991144, 79997779911, 2025-05-01T11:18:00, 2025-05-01T11:56:00
01, 79992224466, 79991113355, 2025-05-01T11:56:00, 2025-05-01T11:56:00
02, 79991113355, 79992224466, 2025-05-01T11:56:00, 2025-05-01T11:56:00
02, 79994445577, 79908880033, 2025-05-01T12:03:00, 2025-05-01T12:50:00
01, 79908880033, 79994445577, 2025-05-01T12:03:00, 2025-05-01T12:50:00
