call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79900001144, 79902224477, 2025-05-01T10:48:00, 2025-05-01T10:55:00
01, 79902224477, 79900001144, 2025-05-01T10:48:00, 2025-05-01T10:55:00
02, 79905557700, 79998880022, 2025-05-01T12:09:00, 2025-05-01T12:33:00
01, 79998880022, 79905557700, 2025-05-01T12:09:00, 2025-05-01T12:33:00
02, 79994445577, 79904446699, 2025-05-01T13:24:00, 2025-05-01T14:10:00
01, 79904446699, 79994445577, 2025-05-01T13:24:00, 2025-05-01T14:10:00
01, 79998880022, 79992224466, 2025-05-01T13:24:00, 2025-05-01T15:10:00
02, 79992224466, 79998880022, 2025-05-01T13:24:00, 2025-05-01T15:10:00
01, 79992223355, 79905557700, 2025-05-01T14:06:00, 2025-05-01T14:31:00
02, 79905557700, 79992223355, 2025-05-01T14:06:00, 2025-05-01T14:31:00
