call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79995556688, 79994445577, 2025-05-01T00:33:00, 2025-05-01T01:15:00
01, 79994445577, 79995556688, 2025-05-01T00:33:00, 2025-05-01T01:15:00
01, 79902224477, 79995557799, 2025-05-01T01:22:00, 2025-05-01T02:15:00
02, 79995557799, 79902224477, 2025-05-01T01:22:00, 2025-05-01T02:15:00
02, 79908889911, 79906667799, 2025-05-01T02:23:00, 2025-05-01T03:17:00
01, 79906667799, 79908889911, 2025-05-01T02:23:00, 2025-05-01T03:17:00
01, 79906668811, 79904446699, 2025-05-01T02:23:00, 2025-05-01T06:05:00
02, 79904446699, 79906668811, 2025-05-01T02:23:00, 2025-05-01T06:05:00
01, 79990001133, 79909991144, 2025-05-01T03:02:00, 2025-05-01T03:29:00
02, 79909991144, 79990001133, 2025-05-01T03:02:00, 2025-05-01T03:29:00
