call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79993334466, 79995556688, 2025-04-30T13:56:00, 2025-04-30T14:48:00
02, 79995556688, 79993334466, 2025-04-30T13:56:00, 2025-04-30T14:48:00
01, 79901113366, 79907778800, 2025-04-30T15:46:00, 2025-04-30T16:17:00
02, 79907778800, 79901113366, 2025-04-30T15:46:00, 2025-04-30T16:17:00
02, 79995556688, 79992223355, 2025-04-30T17:08:00, 2025-04-30T17:53:00
01, 79992223355, 79995556688, 2025-04-30T17:08:00, 2025-04-30T17:53:00
01, 79909991144, 79992223355, 2025-04-30T17:08:00, 2025-04-30T19:31:00
02, 79992223355, 79909991144, 2025-04-30T17:08:00, 2025-04-30T19:31:00
02, 79991113355, 79909990022, 2025-04-30T17:18:00, 2025-04-30T17:46:00
01, 79909990022, 79991113355, 2025-04-30T17:18:00, 2025-04-30T17:46:00
