call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79903335588, 79991112244, 2025-05-01T14:54:00, 2025-05-01T15:26:00
02, 79991112244, 79903335588, 2025-05-01T14:54:00, 2025-05-01T15:26:00
02, 79993334466, 79906668811, 2025-05-01T15:26:00, 2025-05-01T16:00:00
01, 79906668811, 79993334466, 2025-05-01T15:26:00, 2025-05-01T16:00:00
01, 79991113355, 79991112244, 2025-05-01T16:22:00, 2025-05-01T17:15:00
02, 79991112244, 79991113355, 2025-05-01T16:22:00, 2025-05-01T17:15:00
02, 79906668811, 79901113366, 2025-05-01T16:22:00, 2025-05-01T18:32:00
01, 79901113366, 79906668811, 2025-05-01T16:22:00, 2025-05-01T18:32:00
02, 79998880022, 79993334466, 2025-05-01T16:37:00, 2025-05-01T17:01:00
01, 79993334466, 79998880022, 2025-05-01T16:37:00, 2025-05-01T17:01:00
