call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79993335577, 79995556688, 2025-04-30T18:56:00, 2025-04-30T19:28:00
02, 79995556688, 79993335577, 2025-04-30T18:56:00, 2025-04-30T19:28:00
02, 79901113366, 79903335588, 2025-04-30T19:55:00, 2025-04-30T20:36:00
01, 79903335588, 79901113366, 2025-04-30T19:55:00, 2025-04-30T20:36:00
02, 79909990022, 79991113355, 2025-04-30T20:24:00, 2025-04-30T21:08:00
01, 79991113355, 79909990022, 2025-04-30T20:24:00, 2025-04-30T21:08:00
01, 79907778800, 79996668800, 2025-04-30T20:24:00, 2025-04-30T22:42:00
02, 79996668800, 79907778800, 2025-04-30T20:24:00, 2025-04-30T22:42:00
01, 79994445577, 79992224466, 2025-04-30T21:21:00, 2025-04-30T22:06:00
02, 79992224466, 79994445577, 2025-04-30T21:21:00, 2025-04-30T22:06:00
