call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79994445577, 79903335588, 2025-05-01T17:14:00, 2025-05-01T17:51:00
02, 79903335588, 79994445577, 2025-05-01T17:14:00, 2025-05-01T17:51:00
02, 79996668800, 79994446688, 2025-05-01T18:20:00, 2025-05-01T19:19:00
01, 79994446688, 79996668800, 2025-05-01T18:20:00, 2025-05-01T19:19:00
01, 79908889911, 79991113355, 2025-05-01T18:50:00, 2025-05-01T19:15:00
02, 79991113355, 79908889911, 2025-05-01T18:50:00, 2025-05-01T19:15:00
02, 79906667799, 79992224466, 2025-05-01T18:50:00, 2025-05-01T20:22:00
01, 79992224466, 79906667799, 2025-05-01T18:50:00, 2025-05-01T20:22:00
02, 79909991144, 79991113355, 2025-05-01T19:45:00, 2025-05-01T20:10:00
01, 79991113355, 79909991144, 2025-05-01T19:45:00, 2025-05-01T20:10:00
