call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79993334466, 79906667799, 2025-04-30T06:29:00, 2025-04-30T07:21:00
02, 79906667799, 79993334466, 2025-04-30T06:29:00, 2025-04-30T07:21:00
01, 79991112244, 79997779911, 2025-04-30T07:45:00, 2025-04-30T08:30:00
02, 79997779911, 79991112244, 2025-04-30T07:45:00, 2025-04-30T08:30:00
01, 79992223355, 79906667799, 2025-04-30T09:18:00, 2025-04-30T09:44:00
02, 79906667799, 79992223355, 2025-04-30T09:18:00, 2025-04-30T09:44:00
02, 79907778800, 79995557799, 2025-04-30T09:18:00, 2025-04-30T11:00:00
01, 79995557799, 79907778800, 2025-04-30T09:18:00, 2025-04-30T11:00:00
01, 79906668811, 79991112244, 2025-04-30T09:49:00, 2025-04-30T10:16:00
02, 79991112244, 79906668811, 2025-04-30T09:49:00, 2025-04-30T10:16:00
