call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79904446699, 79990001133, 2025-04-30T02:30:00, 2025-04-30T03:26:00
01, 79990001133, 79904446699, 2025-04-30T02:30:00, 2025-04-30T03:26:00
02, 79902224477, 79991113355, 2025-04-30T04:08:00, 2025-04-30T05:04:00
01, 79991113355, 79902224477, 2025-04-30T04:08:00, 2025-04-30T05:04:00
01, 79991113355, 79904446699, 2025-04-30T04:59:00, 2025-04-30T05:47:00
02, 79904446699, 79991113355, 2025-04-30T04:59:00, 2025-04-30T05:47:00
02, 79991113355, 79909991144, 2025-04-30T04:59:00, 2025-04-30T07:00:00
01, 79909991144, 79991113355, 2025-04-30T04:59:00, 2025-04-30T07:00:00
02, 79993334466, 79904446699, 2025-04-30T05:50:00, 2025-04-30T06:04:00
01, 79904446699, 79993334466, 2025-04-30T05:50:00, 2025-04-30T06:04:00
