call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79907778800, 79906667799, 2025-04-30T10:39:00, 2025-04-30T10:48:00
02, 79906667799, 79907778800, 2025-04-30T10:39:00, 2025-04-30T10:48:00
02, 79995556688, 79992223355, 2025-04-30T11:37:00, 2025-04-30T11:50:00
01, 79992223355, 79995556688, 2025-04-30T11:37:00, 2025-04-30T11:50:00
02, 79992224466, 79990001133, 2025-04-30T12:33:00, 2025-04-30T12:48:00
01, 79990001133, 79992224466, 2025-04-30T12:33:00, 2025-04-30T12:48:00
01, 79905557700, 79908889911, 2025-04-30T12:33:00, 2025-04-30T15:13:00
02, 79908889911, 79905557700, 2025-04-30T12:33:00, 2025-04-30T15:13:00
01, 79991112244, 79990001133, 2025-04-30T13:22:00, 2025-04-30T14:19:00
02, 79990001133, 79991112244, 2025-04-30T13:22:00, 2025-04-30T14:19:00
