call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79992223355, 79908889911, 2025-04-30T17:44:00, 2025-04-30T17:58:00
01, 79908889911, 79992223355, 2025-04-30T17:44:00, 2025-04-30T17:58:00
01, 79991112244, 79992223355, 2025-04-30T18:06:00, 2025-04-30T18:11:00
02, 79992223355, 79991112244, 2025-04-30T18:06:00, 2025-04-30T18:11:00
01, 79992224466, 79991112244, 2025-04-30T18:58:00, 2025-04-30T19:43:00
02, 79991112244, 79992224466, 2025-04-30T18:58:00, 2025-04-30T19:43:00
02, 79992224466, 79907778800, 2025-04-30T18:58:00, 2025-04-30T19:46:00
01, 79907778800, 79992224466, 2025-04-30T18:58:00, 2025-04-30T19:46:00
02, 79906668811, 79907779922, 2025-04-30T18:58:00, 2025-04-30T19:16:00
01, 79907779922, 79906668811, 2025-04-30T18:58:00, 2025-04-30T19:16:00
