call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79992223355, 79993334466, 2025-04-30T12:40:00, 2025-04-30T13:08:00
02, 79993334466, 79992223355, 2025-04-30T12:40:00, 2025-04-30T13:08:00
02, 79908880033, 79907779922, 2025-04-30T13:17:00, 2025-04-30T13:43:00
01, 79907779922, 79908880033, 2025-04-30T13:17:00, 2025-04-30T13:43:00
02, 79994445577, 79994446688, 2025-04-30T14:02:00, 2025-04-30T14:46:00
01, 79994446688, 79994445577, 2025-04-30T14:02:00, 2025-04-30T14:46:00
01, 79994445577, 79995557799, 2025-04-30T14:02:00, 2025-04-30T14:09:00
02, 79995557799, 79994445577, 2025-04-30T14:02:00, 2025-04-30T14:09:00
02, 79996668800, 79901113366, 2025-04-30T14:02:00, 2025-04-30T14:23:00
01, 79901113366, 79996668800, 2025-04-30T14:02:00, 2025-04-30T14:23:00
