call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79994446688, 79907779922, 2025-04-30T06:53:00, 2025-04-30T07:12:00
02, 79907779922, 79994446688, 2025-04-30T06:53:00, 2025-04-30T07:12:00
01, 79901113366, 79908889911, 2025-04-30T06:55:00, 2025-04-30T07:09:00
02, 79908889911, 79901113366, 2025-04-30T06:55:00, 2025-04-30T07:09:00
02, 79908889911, 79993335577, 2025-04-30T07:18:00, 2025-04-30T07:53:00
01, 79993335577, 79908889911, 2025-04-30T07:18:00, 2025-04-30T07:53:00
01, 79908889911, 79904446699, 2025-04-30T07:18:00, 2025-04-30T08:11:00
02, 79904446699, 79908889911, 2025-04-30T07:18:00, 2025-04-30T08:11:00
01, 79906667799, 79908880033, 2025-04-30T07:18:00, 2025-04-30T08:10:00
02, 79908880033, 79906667799, 2025-04-30T07:18:00, 2025-04-30T08:10:00
