call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79907779922, 79994445577, 2025-04-30T10:36:00, 2025-04-30T11:18:00
02, 79994445577, 79907779922, 2025-04-30T10:36:00, 2025-04-30T11:18:00
02, 79991113355, 79995556688, 2025-04-30T11:32:00, 2025-04-30T12:16:00
01, 79995556688, 79991113355, 2025-04-30T11:32:00, 2025-04-30T12:16:00
02, 79909990022, 79992223355, 2025-04-30T11:46:00, 2025-04-30T12:18:00
01, 79992223355, 79909990022, 2025-04-30T11:46:00, 2025-04-30T12:18:00
01, 79909990022, 79902224477, 2025-04-30T11:46:00, 2025-04-30T12:04:00
02, 79902224477, 79909990022, 2025-04-30T11:46:00, 2025-04-30T12:04:00
01, 79995556688, 79907779922, 2025-04-30T11:46:00, 2025-04-30T12:38:00
02, 79907779922, 79995556688, 2025-04-30T11:46:00, 2025-04-30T12:38:00
