call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79990001133, 79995557799, 2025-04-30T14:16:00, 2025-04-30T14:24:00
02, 79995557799, 79990001133, 2025-04-30T14:16:00, 2025-04-30T14:24:00
01, 79906667799, 79907778800, 2025-04-30T15:00:00, 2025-04-30T15:21:00
02, 79907778800, 79906667799, 2025-04-30T15:00:00, 2025-04-30T15:21:00
01, 79990001133, 79995557799, 2025-04-30T15:48:00, 2025-04-30T16:14:00
02, 79995557799, 79990001133, 2025-04-30T15:48:00, 2025-04-30T16:14:00
02, 79990001133, 79909990022, 2025-04-30T15:48:00, 2025-04-30T15:54:00
01, 79909990022, 79990001133, 2025-04-30T15:48:00, 2025-04-30T15:54:00
01, 79908889911, 79992223355, 2025-04-30T15:48:00, 2025-04-30T15:49:00
02, 79992223355, 79908889911, 2025-04-30T15:48:00, 2025-04-30T15:49:00
