call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79998880022, 79909990022, 2025-04-30T05:11:00, 2025-04-30T05:56:00
01, 79909990022, 79998880022, 2025-04-30T05:11:00, 2025-04-30T05:56:00
01, 79909990022, 79906668811, 2025-04-30T05:52:00, 2025-04-30T06:38:00
02, 79906668811, 79909990022, 2025-04-30T05:52:00, 2025-04-30T06:38:00
01, 79907779922, 79993335577, 2025-04-30T06:45:00, 2025-04-30T07:11:00
02, 79993335577, 79907779922, 2025-04-30T06:45:00, 2025-04-30T07:11:00
02, 79907779922, 79994445577, 2025-04-30T06:45:00, 2025-04-30T07:34:00
01, 79994445577, 79907779922, 2025-04-30T06:45:00, 2025-04-30T07:34:00
01, 79995556688, 79991112244, 2025-04-30T06:45:00, 2025-04-30T07:18:00
02, 79991112244, 79995556688, 2025-04-30T06:45:00, 2025-04-30T07:18:00
